Plot_ID,Trial,Loc,Year,%.Can.Cover_146,NDVI_146,GNDVI_146,SR_146,NDRE1_146,NDRE2_146,TCARI_146,SAVI_146,NWI1_146,NWI2_146,MTVI_146,ChlRE_146,BLU_146,GRN_146,RED_146,RE1_146,RE2_146,NIR_146,X900_146,X975_146
134,USDA,Kahlotus,2021,58.27379803,0.277720488,0.240570119,1.789573352,0.163739972,0.073900182,31.8339812,0.224974301,-0.12321636,0.107603147,0.028102402,0.393048299,19.47095871,28.10103393,26.03113508,33.14926203,39.73661032,46.1189155,73.27925656,57.02374323
135,USDA,Kahlotus,2021,57.73681114,0.256107213,0.226163935,1.703144192,0.168380003,0.074876235,23.95224613,0.259482493,-0.123469843,0.116477843,0.02657204,0.406133893,23.81306211,34.25510576,32.18753418,38.74536399,46.85486976,54.50374464,88.23358877,68.69594858
136,USDA,Kahlotus,2021,42.78062932,0.260910702,0.232247201,1.722285662,0.162994256,0.072251038,27.29365169,0.269510639,-0.118889627,0.116245157,0.03256357,0.391031503,24.19994919,35.52252688,33.48151862,41.26660782,49.6125905,57.44470398,92.02451067,72.27802784
137,USDA,Kahlotus,2021,50.74788641,0.248930609,0.217741199,1.680941851,0.159928578,0.070823203,26.22620676,0.179311222,-0.133825252,0.097325268,0.019092884,0.382207445,18.2845,26.30257417,24.67934982,29.79687124,35.69975458,41.20707929,65.57869298,49.94910203
138,USDA,Kahlotus,2021,64.64125561,0.24039872,0.210501471,1.645083247,0.162032227,0.0719455,22.01431343,0.169831936,-0.134565172,0.101239077,0.015776842,0.387813288,16.9826678,24.49260086,23.03572044,27.17551213,32.62975856,37.74245407,60.60078697,46.09746446
139,USDA,Kahlotus,2021,54.24794105,0.250327563,0.217966343,1.682682168,0.15814084,0.071486887,26.84744087,0.163612194,-0.126368818,0.10163633,0.017977362,0.376806829,16.10250611,23.31540896,21.80889676,26.56335169,31.66337278,36.60449938,57.81546444,44.70314044
140,USDA,Kahlotus,2021,38.17180617,0.266309797,0.228419105,1.750150097,0.165168195,0.07388177,27.69487778,0.112395946,-0.129054757,0.103640804,0.011938814,0.397547881,9.807585201,14.15740165,13.09168811,16.26877421,19.59296615,22.78916761,36.35771751,27.89487635
141,USDA,Kahlotus,2021,54.21150278,0.220354952,0.188963274,1.57351156,0.149400411,0.066687011,20.74012257,0.06427864,-0.124561421,0.098328129,0.005498742,0.352075409,7.22270092,10.49014206,9.844084075,11.42135145,13.4919599,15.42982228,24.1557638,18.74579178
142,USDA,Kahlotus,2021,67.81083143,0.221390354,0.191975959,1.577634692,0.147464421,0.065664968,21.3710837,0.119003279,-0.124100636,0.100586557,0.011406234,0.346713051,13.21905427,19.18792164,18.07220163,21.1060678,24.89624099,28.41717632,44.62062306,34.69144915
143,USDA,Kahlotus,2021,47.2818727,0.259499036,0.226741801,1.716669567,0.161569326,0.072356702,27.99891626,0.197023829,-0.122017714,0.103567691,0.022526801,0.386797117,18.31902378,26.53167065,24.78984324,30.59368022,36.67051084,42.48087017,66.81257981,52.0530049
144,USDA,Kahlotus,2021,43.73701115,0.293092176,0.251318033,1.858427764,0.161288683,0.071817772,36.44464891,0.258440074,-0.129510282,0.095934336,0.035376517,0.386124204,20.2174563,29.68154992,27.16026913,36.19954578,43.41386136,50.2554605,78.98473041,60.58287445
145,USDA,Kahlotus,2021,28.24838478,0.255031364,0.221123361,1.703320555,0.159747505,0.071131112,27.21759827,0.140164013,-0.115666445,0.106576836,0.015415227,0.381828619,13.427856,19.41058606,18.11452377,22.17663303,26.53652685,30.66249215,47.9672169,37.82197282
146,USDA,Kahlotus,2021,19.52309985,0.277054601,0.243678902,1.78596297,0.164772618,0.073910242,31.00302916,0.273872582,-0.117614527,0.114293931,0.035141344,0.395993817,22.91689649,33.65107796,31.37505802,39.88567182,47.97432461,55.72221629,88.84298431,69.89009443
147,USDA,Kahlotus,2021,35.97477846,0.255541959,0.22053318,1.702676385,0.164038157,0.073361013,25.79645548,0.180122642,-0.124173296,0.104324221,0.018165826,0.393772959,17.19653969,24.47292689,22.75885617,27.62993563,33.21491191,38.52747782,61.03506355,47.37733624
148,USDA,Kahlotus,2021,50.80873433,0.268691396,0.22952633,1.760359877,0.169889932,0.075877016,27.51186539,0.204112003,-0.123733783,0.10533398,0.02014544,0.411003694,18.06663118,25.73140076,23.72612408,29.38296335,35.54798582,41.45884102,65.63798422,50.95846831
149,USDA,Kahlotus,2021,59.00952381,0.260303356,0.224945442,1.722213639,0.164433635,0.073396698,26.42007038,0.227475512,-0.124091112,0.107262926,0.023995508,0.39488893,20.5718789,29.64357819,27.53777649,33.77133824,40.6286035,47.13220285,75.03095591,58.27988313
150,USDA,Kahlotus,2021,36.77956031,0.269140747,0.233120004,1.756695724,0.167932208,0.075306903,27.73018828,0.131801486,-0.121938174,0.106719311,0.014300023,0.405108558,11.3754211,16.50668247,15.32059777,19.01867125,22.95575505,26.74989304,42.33925875,32.98554871
151,USDA,Kahlotus,2021,66.15267466,0.261943893,0.226334915,1.72818222,0.165367776,0.07429743,27.7045027,0.217948731,-0.118635219,0.106639375,0.022886349,0.397686473,20.32236041,29.19120141,27.11743322,33.3513652,40.146534,46.69346844,73.42383961,57.56160699
152,USDA,Kahlotus,2021,47.17288873,0.257725346,0.227386323,1.715563557,0.17124271,0.07696725,24.17351331,0.201138642,-0.121626719,0.105701004,0.019601366,0.414773684,18.70445295,26.99412117,25.35682376,30.47666534,36.92754715,43.16480634,68.19025028,53.21357982
153,USDA,Kahlotus,2021,50.84324516,0.240720812,0.21223439,1.646375329,0.167054085,0.073976998,20.06169818,0.147451324,-0.116582173,0.108943629,0.012613099,0.402287085,13.99219076,20.34093618,19.18743555,22.45722281,27.13187588,31.52102976,49.52886574,39.05275213
154,USDA,Kahlotus,2021,58.48847926,0.265259444,0.232011142,1.743248201,0.175062901,0.077721354,24.09453884,0.257856994,-0.117062174,0.112205614,0.024565308,0.426140062,22.27170647,31.88487953,29.74959173,36.07017103,43.98340361,51.49665979,81.58917554,64.27183125
155,USDA,Kahlotus,2021,32.77591973,0.252294174,0.219665758,1.69375273,0.162252288,0.071771551,25.9124143,0.17542681,-0.12084493,0.10631146,0.018182125,0.389003171,17.15718555,24.75439569,23.17174729,28.04642951,33.67487564,38.94719995,61.40711994,47.99706254
156,USDA,Kahlotus,2021,55.67987863,0.290411582,0.256254821,1.841288775,0.173594251,0.077902696,32.51859435,0.318823478,-0.122157055,0.118416561,0.04005733,0.421934967,25.92381033,37.37282534,34.78910295,44.76681341,54.40599025,63.74411408,103.1796925,80.43059629
157,USDA,Kahlotus,2021,52.22838365,0.282318391,0.243302127,1.813497549,0.169527793,0.075912686,30.98576871,0.246909565,-0.132687538,0.10266933,0.028588503,0.410024017,20.28830205,29.4357082,27.13006898,34.59480208,41.84810408,48.8274442,78.29785233,59.70238392
158,USDA,Kahlotus,2021,41.00223169,0.252036096,0.21948271,1.69060565,0.158494551,0.070880409,26.22104795,0.228988691,-0.129644571,0.105598617,0.025510862,0.37800832,21.84289887,31.68212309,29.62717103,36.07597703,43.08718207,49.7248802,79.7654557,61.29249493
159,USDA,Kahlotus,2021,65.06681724,0.255091862,0.217105702,1.704859485,0.162390112,0.073394836,27.1351387,0.130010002,-0.130003898,0.09691804,0.012643646,0.389022144,12.80773597,18.26093492,16.88219954,20.5825113,24.65389711,28.60221371,45.18111666,34.63648172
160,USDA,Kahlotus,2021,46.53117061,0.273645402,0.238158754,1.772583325,0.15986979,0.071996957,32.15609112,0.266935846,-0.124751981,0.111941618,0.034649563,0.381922745,23.01133461,33.88939648,31.48885001,40.18704375,48.00918616,55.55128948,89.25705535,69.18727268
161,USDA,Kahlotus,2021,73.46363087,0.275188715,0.235829949,1.786363924,0.170996863,0.076540973,28.70479494,0.214884569,-0.131165174,0.10386757,0.022322653,0.414003048,18.2401453,26.22597923,24.16308082,30.28362485,36.68977079,42.86827232,68.76365484,52.53392915
162,USDA,Kahlotus,2021,58.53156022,0.251502682,0.217844643,1.686435373,0.155472683,0.069396593,27.63135229,0.236077148,-0.126389285,0.106163489,0.027065749,0.369509269,22.7143169,33.17537051,30.95110646,37.97875772,45.22908561,52.0818745,83.02449242,64.14293175
163,USDA,Kahlotus,2021,60.80410607,0.259877609,0.228264265,1.716994651,0.162267071,0.072214083,27.55107976,0.270102269,-0.126638653,0.109642614,0.031263173,0.388598389,24.59326825,35.79792892,33.5114998,41.34499813,49.65258925,57.50123138,92.38344217,71.31869675
164,USDA,Kahlotus,2021,34.10534946,0.255662915,0.226384583,1.703737637,0.159427172,0.071639338,27.19939511,0.159818321,-0.126349723,0.102492077,0.019090198,0.380572329,15.04809988,21.84512689,20.56908383,25.25109455,30.17497528,34.9069819,55.28185073,42.66793981
165,USDA,Kahlotus,2021,65.27852893,0.262861014,0.221577148,1.735947063,0.162093002,0.072060704,28.5867583,0.098754945,-0.132839786,0.097570989,0.010079576,0.388265017,9.085676389,12.95761852,11.89958362,14.79597475,17.75272058,20.54380898,32.68061978,24.88140352
166,USDA,Kahlotus,2021,52.26215645,0.258240764,0.222371177,1.711857981,0.168331775,0.07482794,24.70220151,0.175239233,-0.140365921,0.096590653,0.016624279,0.406092684,15.93182455,22.91859076,21.28245536,25.75205522,31.11770721,36.18255,58.32315151,43.79672944
167,USDA,Kahlotus,2021,62.81575037,0.270810887,0.233874998,1.760569217,0.164322138,0.073308026,28.93292415,0.236276808,-0.136888292,0.10319403,0.027435274,0.394388265,19.81231418,29.00531316,26.85497452,33.75676428,40.58976262,47.08078975,76.25254556,57.66585406
168,USDA,Kahlotus,2021,69.55488332,0.246404043,0.219339596,1.667025478,0.157120491,0.071472603,25.69017569,0.195397292,-0.133700023,0.09733083,0.022817118,0.374096596,19.40808104,28.42780622,26.9046382,32.47683865,38.63573686,44.67564627,71.04380084,54.07530397
169,USDA,Kahlotus,2021,41.83266932,0.253424366,0.220619739,1.694508391,0.15893323,0.071707512,26.83324322,0.157169995,-0.13617644,0.095560316,0.017552788,0.379197305,14.95986054,21.80783287,20.39224615,24.91006967,29.72456352,34.37670025,54.78866272,41.47446205
170,USDA,Kahlotus,2021,25.1442704,0.227515427,0.203936698,1.597727889,0.158840752,0.071766685,19.95490418,0.158831461,-0.14148317,0.096290835,0.014748479,0.378630106,17.3362998,25.15065109,23.9701903,27.69512791,33.03747708,38.18246656,61.59250323,46.22168774
171,USDA,Kahlotus,2021,45.41984733,0.224454615,0.200782695,1.587004907,0.1556205,0.070354407,20.5237397,0.129108214,-0.14132418,0.089952784,0.012267757,0.369747101,14.7856904,21.49169827,20.4976174,23.65390156,28.10000899,32.38695828,51.5338318,38.68075293
172,USDA,Kahlotus,2021,58.39686792,0.23802904,0.208146134,1.635167035,0.152824838,0.067786202,24.73458337,0.130994813,-0.137842465,0.099388565,0.014303918,0.361773345,13.64542039,19.86869848,18.68857941,22.34491824,26.53927332,30.42965757,49.04929238,37.0979563
173,USDA,Kahlotus,2021,53.06424345,0.259970181,0.224481287,1.724148736,0.15517188,0.069227393,30.31555625,0.106732082,-0.143424399,0.095618112,0.012975477,0.368921565,10.09242916,14.70362905,13.66843652,17.08665753,20.34069418,23.41689388,37.83459672,28.25610874
174,USDA,Kahlotus,2021,41.5039929,0.242214082,0.211214693,1.654303449,0.158102704,0.070587948,24.75381174,0.113867653,-0.144433975,0.094362621,0.011536065,0.377048923,11.88961528,17.19532577,16.14831168,19.27241948,23.00023465,26.52661783,42.89489136,31.97257754
175,USDA,Kahlotus,2021,46.71692125,0.268150142,0.232026593,1.753133373,0.173126812,0.077775733,25.76497967,0.256308959,-0.155988282,0.095104565,0.025095499,0.42062086,22.20996295,31.89422819,29.59241998,36.21720385,43.95802658,51.45439737,85.21122103,61.99485098
176,USDA,Kahlotus,2021,38.48888889,0.223390254,0.200148233,1.584170759,0.156580753,0.07084119,19.19258816,0.130051448,-0.142722629,0.094133127,0.011951579,0.372469962,14.38886079,21.03625202,20.0825683,23.06235832,27.42921672,31.64932011,50.95419043,38.10502327
